GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
javaparser-symbol-solver-testing,com.github.javaparser.printer.configuration,PrettyPrinterConfiguration,294,69,14,2,41,10,35,7,27,7
javaparser-symbol-solver-testing,com.github.javaparser.printer,ConcreteSyntaxModel,4812,0,10,0,119,0,18,0,13,0
javaparser-symbol-solver-testing,com.github.javaparser.printer,PrettyPrintVisitor,4899,388,443,37,1125,100,350,26,120,16
javaparser-symbol-solver-testing,com.github.javaparser.printer,YamlPrinter,326,0,22,0,41,0,17,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.printer,DotPrinter,332,0,18,0,43,0,14,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.printer,DefaultPrettyPrinter,8,47,0,0,3,13,2,7,2,7
javaparser-symbol-solver-testing,com.github.javaparser.printer,SourcePrinter,215,189,22,4,44,42,21,12,8,11
javaparser-symbol-solver-testing,com.github.javaparser.printer,DefaultPrettyPrinterVisitor,3185,2162,316,164,717,522,265,111,73,63
javaparser-symbol-solver-testing,com.github.javaparser.printer,PrettyPrinter,22,29,2,0,7,9,4,3,3,3
javaparser-symbol-solver-testing,com.github.javaparser.printer,XmlPrinter,229,0,16,0,41,0,14,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,PatternSymbolDeclarator,20,0,0,0,5,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,NoSymbolDeclarator,0,7,0,0,0,3,0,2,0,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,FieldSymbolDeclarator,32,0,2,0,7,0,3,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,VariableSymbolDeclarator,4,38,1,1,1,11,1,4,0,4
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,ParameterSymbolDeclarator,0,20,0,0,0,5,0,2,0,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel.declarators,AbstractSymbolDeclarator,0,9,0,0,0,4,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,DefaultVisitorAdapter,700,3,0,0,100,1,100,1,100,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,JavaParserFactory,32,418,9,85,6,84,10,40,1,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,JavaParserFacade.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,JavaParserFacade.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,JavaParserFacade,205,1111,46,124,39,227,49,86,9,41
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,FailureHandler,42,50,10,4,8,13,8,7,1,7
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javaparsermodel,TypeExtractor,290,1060,50,84,43,215,54,66,13,38
javaparser-symbol-solver-testing,com.github.javaparser.printer.configuration.imports,EclipseImportOrderingStrategy,151,0,14,0,35,0,11,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.configuration.imports,IntelliJImportOrderingStrategy,95,0,10,0,23,0,9,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.configuration.imports,DefaultImportOrderingStrategy,34,0,4,0,10,0,7,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc,Javadoc,250,0,22,0,48,0,25,0,14,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc,JavadocBlockTag.Type,182,0,10,0,22,0,9,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc,JavadocBlockTag,196,0,14,0,40,0,19,0,12,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,AstObserverAdapter,3,4,0,0,3,2,3,2,3,2
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,ObservableProperty.Type,0,63,0,0,0,6,0,2,0,2
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,PropagatingAstObserver.new PropagatingAstObserver() {...},29,0,0,0,7,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,AstObserver.ListChangeType,24,0,0,0,2,0,1,0,1,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,PropagatingAstObserver,97,0,16,0,33,0,19,0,11,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.observer,ObservableProperty,340,1118,30,0,58,109,33,4,18,4
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistTypeDeclarationAdapter,49,369,7,27,17,70,5,33,0,21
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistFactory,84,41,16,8,20,10,11,5,2,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistConstructorDeclaration,9,74,0,0,2,16,2,11,2,11
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistEnumDeclaration,181,206,6,12,23,35,26,18,20,15
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistParameterDeclaration,31,37,0,2,3,13,2,9,2,8
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistClassDeclaration,65,377,14,32,11,74,18,45,4,36
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistFieldDeclaration,22,46,0,2,7,12,5,6,5,5
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistEnumConstantDeclaration,17,62,3,3,3,12,3,4,0,4
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistAnnotationDeclaration,44,122,2,4,8,24,6,16,4,15
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistTypeParameter,43,140,8,12,10,27,10,11,3,8
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistMethodDeclaration,54,64,4,0,9,15,11,11,9,11
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistInterfaceDeclaration,76,237,4,10,12,41,13,24,9,21
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistUtils,57,504,17,67,8,93,18,42,2,16
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistMethodLikeDeclarationAdapter,53,163,5,15,6,35,5,13,0,8
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.javassistmodel,JavassistAnnotationMemberDeclaration,83,107,3,3,4,24,8,6,5,6
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,GenericVisitorWithDefaults,507,0,0,0,103,0,103,0,103,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,EqualsVisitor,3635,560,643,79,801,119,422,48,82,27
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,ObjectIdentityHashCodeVisitor,415,0,0,0,103,0,103,0,103,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,NoCommentHashCodeVisitor,2509,0,88,0,107,0,147,0,103,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,ModifierVisitor,5088,0,196,0,876,0,328,0,230,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,HashCodeVisitor,3233,1083,224,62,68,38,200,45,68,34
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,NoCommentEqualsVisitor,3095,0,502,0,696,0,359,0,108,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,VoidVisitorWithDefaults,505,0,0,0,203,0,103,0,103,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,ObjectIdentityEqualsVisitor,815,0,200,0,103,0,203,0,103,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,TreeVisitor,93,0,6,0,24,0,9,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,CloneVisitor,5059,391,5,11,766,69,99,15,94,12
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,GenericVisitorAdapter,4141,0,894,0,1175,0,548,0,101,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,VoidVisitorAdapter,779,2279,2,0,48,368,123,209,122,209
javaparser-symbol-solver-testing,com.github.javaparser.ast.visitor,GenericListVisitorAdapter,5470,0,890,0,1269,0,547,0,102,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleExportsDirective,147,75,18,4,39,24,26,7,15,7
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleDirective,214,6,0,0,44,3,43,1,43,1
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleDeclaration,216,116,29,7,46,36,28,10,10,10
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleOpensDirective,139,75,18,4,37,24,25,7,14,7
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleRequiresDirective,153,75,18,4,40,24,28,7,17,7
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleProvidesDirective,139,75,18,4,37,24,25,7,14,7
javaparser-symbol-solver-testing,com.github.javaparser.ast.modules,ModuleUsesDirective,105,44,10,2,33,15,20,5,14,5
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithProtectedModifier,9,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithAbstractModifier,5,4,0,0,1,1,1,1,1,1
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithPrivateModifier,9,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithPublicModifier,9,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithStaticModifier,5,4,0,0,1,1,1,1,1,1
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithFinalModifier,9,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithStrictfpModifier,9,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,FunctionalInterfaceLogic,3,175,8,20,2,40,8,18,0,12
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,ConstructorResolutionLogic,123,388,38,70,24,88,33,30,2,7
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,InferenceVariableType,81,211,13,27,11,46,13,22,3,12
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,ConfilictingGenericTypesException,15,0,0,0,2,0,1,0,1,0
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,InferenceContext,84,550,22,104,10,118,20,55,0,12
javaparser-symbol-solver-testing,com.github.javaparser.resolution.logic,MethodResolutionLogic,274,1643,98,334,53,356,85,163,2,30
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ConstraintFormula,0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ConstraintFormula.ReductionResult,117,77,5,5,22,18,17,5,12,5
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ExpressionHelper,29,0,2,0,4,0,6,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,MethodType,40,0,0,0,12,0,6,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ProperLowerBound,43,34,4,4,6,9,8,2,4,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,LeastUpperBoundLogic.TypeSubstitution,4,56,2,2,0,13,2,7,0,7
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,Bound,62,3,12,0,15,1,15,1,9,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,BoundSet.VariableDependency,24,0,0,0,7,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,InferenceVariableSubstitution,48,0,0,0,12,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,BoundSet,1804,23,247,1,336,6,173,4,49,4
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,InferenceVariable,140,19,19,1,23,7,18,4,8,4
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,TypeInference,778,0,112,0,166,0,78,0,22,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ControlFlowLogic,145,0,22,0,30,0,22,0,11,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ControlFlowLogic.new GenericVisitorAdapter() {...},129,0,16,0,18,0,17,0,9,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ControlFlowLogic.new GenericVisitorAdapter() {...},60,0,8,0,11,0,8,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,Substitution,74,0,2,0,16,0,6,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,TypeInferenceCache,135,0,16,0,25,0,14,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,LeastUpperBoundLogic,142,596,33,63,22,106,28,50,1,29
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,Instantiation,43,34,4,4,6,9,8,2,4,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,InstantiationSet,101,0,8,0,21,0,14,0,10,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,TypeHelper,451,47,88,8,88,13,62,6,17,3
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ProperUpperBound,43,34,4,4,6,9,8,2,4,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.typeinference,ConstraintFormulaSet,70,0,2,0,19,0,7,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmToken,212,0,36,0,44,0,30,0,12,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmSingleReference,36,0,2,0,9,0,5,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,PrintingHelper,25,0,6,0,8,0,5,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmOrphanCommentsEnding,66,0,10,0,18,0,7,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmElement,189,0,0,0,29,0,29,0,29,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional,120,0,12,0,31,0,15,0,9,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmNone,4,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmMix,94,0,16,0,18,0,16,0,8,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition.new CsmConditional.Condition() {...},19,0,4,0,3,0,4,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition.new CsmConditional.Condition() {...},19,0,4,0,3,0,4,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition.new CsmConditional.Condition() {...},11,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition.new CsmConditional.Condition() {...},14,0,2,0,2,0,3,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmAttribute,160,0,16,0,24,0,15,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmList,217,0,42,0,46,0,31,0,10,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmSequence,52,0,4,0,11,0,8,0,6,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmTextBlock,41,0,0,0,9,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmChar,41,0,0,0,9,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmString,41,0,0,0,9,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmComment,33,0,0,0,8,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmIndent,12,0,0,0,5,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition,44,0,0,0,5,0,1,0,1,0
javaparser-symbol-solver-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmUnindent,12,0,0,0,5,0,4,0,4,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.comments,BlockComment,33,19,0,0,12,7,9,4,9,4
javaparser-symbol-solver-testing,com.github.javaparser.ast.comments,CommentsCollection,159,38,14,0,18,10,23,5,16,5
javaparser-symbol-solver-testing,com.github.javaparser.ast.comments,JavadocComment,37,19,0,0,13,7,10,4,10,4
javaparser-symbol-solver-testing,com.github.javaparser.ast.comments,Comment,142,84,9,9,28,25,25,9,18,7
javaparser-symbol-solver-testing,com.github.javaparser.ast.comments,LineComment,29,23,0,0,10,9,7,6,7,6
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,EnumConstantDeclaration,206,114,28,6,44,34,28,10,11,10
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,MethodDeclaration,310,202,35,9,69,44,35,22,17,18
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,CallableDeclaration,431,203,73,15,92,59,58,16,17,13
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,VariableDeclarator,121,154,14,14,30,45,20,16,9,13
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,AnnotationMemberDeclaration,204,147,31,9,48,44,30,14,11,13
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,ConstructorDeclaration,236,115,14,4,42,27,20,14,12,13
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,AnnotationDeclaration,66,26,0,0,13,8,9,5,9,5
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,ReceiverParameter,160,106,22,6,36,33,22,9,8,9
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,VariableDeclarator.new AstObserverAdapter() {...},7,72,4,6,1,14,4,3,0,2
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,TypeDeclaration,226,207,27,9,45,38,30,22,14,20
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,BodyDeclaration,387,48,14,2,72,16,64,6,56,6
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,EnumDeclaration,227,95,24,4,46,27,27,10,13,10
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,CompactConstructorDeclaration,589,0,60,0,138,0,59,0,29,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,ClassOrInterfaceDeclaration,211,230,40,10,41,54,29,23,6,21
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,FieldDeclaration,521,90,44,4,76,27,45,10,21,10
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,InitializerDeclaration,68,67,6,4,20,21,14,7,10,6
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,RecordDeclaration,506,0,58,0,113,0,61,0,32,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,CallableDeclaration.Signature,87,0,10,0,21,0,12,0,7,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.body,Parameter,261,261,40,18,52,70,34,21,7,19
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.naming,NameRole,0,24,0,0,0,3,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.naming,NameLogic,596,2133,249,467,74,360,230,283,25,130
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.resolution.naming,NameCategory,18,103,6,0,2,13,5,3,2,3
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.declarations.common,MethodDeclarationCommonLogic,18,156,1,19,2,30,4,14,3,5
javaparser-symbol-solver-testing,com.github.javaparser.quality,Preconditions,15,10,2,2,5,4,4,2,2,2
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver,SourceFileInfoExtractor,363,0,32,0,75,0,35,0,19,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver,SourceFileInfoExtractor.new SimpleFileVisitor() {...},47,0,4,0,8,0,5,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver,SourceFileInfoExtractor.new SimpleFileVisitor() {...},37,0,4,0,7,0,4,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver,JavaSymbolSolver.ArrayLengthValueDeclaration,0,9,0,0,0,3,0,3,0,3
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver,JavaSymbolSolver,200,634,45,89,23,122,44,34,2,9
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.logic,AbstractClassDeclaration,0,80,1,5,0,20,1,9,0,7
javaparser-symbol-solver-testing,com.github.javaparser.symbolsolver.logic,AbstractTypeDeclaration,0,145,0,10,0,28,0,8,0,3
javaparser-symbol-solver-testing,com.github.javaparser.javadoc.description,JavadocDescription,183,0,16,0,37,0,20,0,12,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc.description,JavadocSnippet,56,0,8,0,14,0,9,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc.description,JavadocInlineTag,212,0,28,0,33,0,23,0,9,0
javaparser-symbol-solver-testing,com.github.javaparser.javadoc.description,JavadocInlineTag.Type,129,0,4,0,17,0,5,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.Parsedness,0,24,0,0,0,2,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.PostOrderIterator,132,0,10,0,33,0,10,0,5,0
javaparser-symbol-solver-testing,com.github.javaparser.ast,Modifier.Keyword,0,158,0,0,0,18,0,3,0,3
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.DirectChildrenIterator,17,0,0,0,5,0,3,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.ast,NodeList.NodeListIterator,119,53,8,0,23,13,10,6,6,6
javaparser-symbol-solver-testing,com.github.javaparser.ast,Modifier,74,56,1,1,16,17,15,8,14,8
javaparser-symbol-solver-testing,com.github.javaparser.ast,CompilationUnit.Storage,69,56,0,0,17,11,8,7,8,7
javaparser-symbol-solver-testing,com.github.javaparser.ast,AccessSpecifier,3,56,0,0,1,5,1,2,1,2
javaparser-symbol-solver-testing,com.github.javaparser.ast,NodeList,548,224,59,11,112,55,75,32,43,29
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.ParentsVisitor,22,0,0,0,6,0,3,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.ast,ArrayCreationLevel,154,85,23,5,35,26,22,8,9,7
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.PreOrderIterator,0,48,0,4,0,10,0,5,0,3
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.BreadthFirstIterator,34,0,2,0,8,0,4,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.ast,CompilationUnit,794,278,108,14,141,62,103,31,45,28
javaparser-symbol-solver-testing,com.github.javaparser.ast,ImportDeclaration,64,96,6,6,16,29,10,11,6,9
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node,487,743,86,78,106,169,88,90,33,60
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.ObserverRegistrationMode,0,34,0,0,0,4,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,DataKey,16,3,4,0,2,1,4,1,2,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,Node.TreeTraversal,0,54,0,0,0,2,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.ast,PackageDeclaration,112,93,18,4,26,28,17,8,6,8
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedTypeVariable,25,131,2,16,4,33,5,21,3,14
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedIntersectionType,114,0,10,0,18,0,13,0,8,0
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedArrayType,6,136,2,16,2,31,3,18,1,11
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedWildcard,64,241,20,44,14,53,17,36,2,19
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedReferenceType,100,1001,32,138,17,171,29,114,1,57
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedPrimitiveType,42,536,8,56,8,62,9,46,4,19
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedType,66,117,3,11,8,21,10,25,7,21
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedLambdaConstraintType,12,34,0,0,1,9,1,7,1,7
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedWildcard.BoundType,0,24,0,0,0,2,0,1,0,1
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedUnionType,71,51,7,1,10,14,9,6,5,6
javaparser-symbol-solver-testing,com.github.javaparser.resolution.types,ResolvedVoidType,2,11,0,0,1,4,1,4,1,4
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalScope,3,0,0,0,1,0,1,0,1,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithStatements,93,19,2,0,20,4,12,3,11,3
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithRange,6,36,2,2,2,5,3,6,1,6
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalBlockStmt,10,0,0,0,3,0,1,0,1,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithTypeParameters,30,6,1,1,6,1,5,1,4,1
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithDeclaration,12,0,0,0,2,0,2,0,2,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalLabel,19,0,0,0,3,0,3,0,3,0
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,NodeWithVariables.new Object() {...},11,18,3,3,3,5,2,3,0,2
javaparser-symbol-solver-testing,com.github.javaparser.ast.nodeTypes,SwitchNode,4,0,0,0,1,0,1,0,1,0
