GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
javaparser-core-testing,com.github.javaparser.ast.stmt,WhileStmt,70,90,10,4,21,27,14,9,7,9
javaparser-core-testing,com.github.javaparser.ast.stmt,ForEachStmt,97,149,15,9,27,39,18,15,7,14
javaparser-core-testing,com.github.javaparser.ast.stmt,TryStmt,212,158,37,9,50,46,31,15,9,14
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchEntry.Type,0,44,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.stmt,ContinueStmt,85,54,13,3,26,18,17,8,10,7
javaparser-core-testing,com.github.javaparser.ast.stmt,ExpressionStmt,14,93,2,6,5,29,4,14,2,12
javaparser-core-testing,com.github.javaparser.ast.stmt,LocalRecordDeclarationStmt,51,56,6,2,16,18,11,7,7,7
javaparser-core-testing,com.github.javaparser.ast.stmt,EmptyStmt,17,24,0,0,5,10,4,6,4,6
javaparser-core-testing,com.github.javaparser.ast.stmt,BlockStmt,58,92,8,8,15,27,10,13,5,10
javaparser-core-testing,com.github.javaparser.ast.stmt,ReturnStmt,68,71,13,3,20,24,13,12,6,11
javaparser-core-testing,com.github.javaparser.ast.stmt,UnparsableStmt,19,24,0,0,6,10,5,6,5,6
javaparser-core-testing,com.github.javaparser.ast.stmt,LabeledStmt,77,92,10,4,22,28,14,10,7,10
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchStmt,111,98,18,4,28,29,18,11,7,11
javaparser-core-testing,com.github.javaparser.ast.stmt,YieldStmt,49,58,6,2,15,19,10,8,6,8
javaparser-core-testing,com.github.javaparser.ast.stmt,ForStmt,202,160,37,9,48,46,30,15,8,14
javaparser-core-testing,com.github.javaparser.ast.stmt,SynchronizedStmt,70,90,10,4,21,27,14,9,7,9
javaparser-core-testing,com.github.javaparser.ast.stmt,ExplicitConstructorInvocationStmt,222,130,38,8,53,38,32,15,11,13
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchEntry,135,121,24,6,29,35,18,12,4,11
javaparser-core-testing,com.github.javaparser.ast.stmt,AssertStmt,102,88,17,5,31,27,20,10,10,9
javaparser-core-testing,com.github.javaparser.ast.stmt,Statement,508,18,0,0,86,9,85,7,85,7
javaparser-core-testing,com.github.javaparser.ast.stmt,DoStmt,70,90,10,4,21,27,14,9,7,9
javaparser-core-testing,com.github.javaparser.ast.stmt,IfStmt,97,159,20,10,29,45,19,20,7,17
javaparser-core-testing,com.github.javaparser.ast.stmt,LocalClassDeclarationStmt,51,56,6,2,16,18,11,7,7,7
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedTypeVariable,156,0,18,0,37,0,26,0,17,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedIntersectionType,114,0,10,0,18,0,13,0,8,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedArrayType,142,0,18,0,33,0,21,0,12,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedWildcard,305,0,64,0,67,0,53,0,21,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedPrimitiveType,578,0,64,0,70,0,55,0,23,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedType,183,0,14,0,29,0,35,0,28,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedLambdaConstraintType,46,0,0,0,10,0,8,0,8,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedWildcard.BoundType,24,0,0,0,2,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedReferenceType,1101,0,170,0,188,0,143,0,58,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedUnionType,122,0,8,0,24,0,15,0,11,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedVoidType,13,0,0,0,5,0,5,0,5,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalScope,0,3,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithStatements,50,62,2,0,11,13,6,9,5,9
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithImplements,25,23,0,0,6,5,4,3,4,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithRange,6,36,2,2,2,5,3,6,1,6
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalBlockStmt,0,10,0,0,0,3,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithTypeParameters,17,19,1,1,3,4,3,3,2,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithParameters,15,148,0,0,3,18,2,18,2,18
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithExpression,5,0,0,0,1,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithDeclaration,12,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalLabel,19,0,0,0,3,0,3,0,3,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithVariables.new Object() {...},0,29,0,6,0,8,0,5,0,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithSimpleName,6,14,0,0,1,3,1,2,1,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithScope,0,4,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,SwitchNode,4,0,0,0,1,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithMembers,83,394,0,0,9,51,9,44,9,44
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithTypeArguments,11,19,0,4,2,2,2,4,2,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithAnnotations,17,146,0,0,4,27,2,17,2,17
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithBlockStmt,0,10,0,0,0,3,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithArguments,30,40,2,4,7,7,5,5,3,4
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithModifiers,37,120,9,11,8,19,8,11,1,7
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithBody,10,18,0,0,3,2,1,2,1,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithExtends,25,23,0,0,6,5,4,3,4,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithType,0,21,0,0,0,5,0,3,0,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithIdentifier,10,0,0,0,3,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithThrownExceptions,0,40,0,0,0,7,0,6,0,6
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithName,0,12,0,0,0,3,0,2,0,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithJavadoc,5,64,1,7,1,8,2,12,1,9
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithVariables,9,183,0,20,2,38,1,19,1,9
